x,y,z,color
27.53365,-263.528,-309.594,1
30.15143,-257.216,-316.895,1
32.81111,-251.19,-324.419,1
35.53686,-245.354,-332.068,1
38.32917,-239.71,-339.837,1
41.11029,-234.251,-347.74,1
43.97389,-228.8,-355.62,1
47.06522,-223.269,-363.356,1
50.22612,-217.797,-371.106,1
53.4777,-212.384,-378.861,1
56.94418,-206.91,-386.478,1
60.51301,-201.434,-394.045,1
65.1259,-194.427,-403.594,1
65.5934,-193.716,-404.563,1
67.76753,-190.406,-409.071,1
71.39109,-184.89,-416.583,1
75.01465,-179.373,-424.096,1
76.46408,-177.167,-427.101,1
78.65782,-173.865,-431.605,1
82.40073,-168.397,-439.095,1
86.25103,-162.977,-446.565,1
90.20758,-157.608,-454.015,1
94.26912,-152.292,-461.448,1
98.43439,-147.032,-468.863,1
102.7022,-141.831,-476.262,1
107.0712,-136.692,-483.644,1
111.5402,-131.616,-491.011,1
116.1075,-126.608,-498.363,1
117.1069,-125.535,-499.949,1
120.7424,-121.646,-505.705,1
125.3795,-116.687,-513.046,1
130.0166,-111.727,-520.388,1
134.6538,-106.767,-527.729,1
139.2909,-101.808,-535.071,1
143.928,-96.848,-542.412,1
148.5652,-91.8883,-549.754,1
153.2023,-86.9287,-557.096,1
157.8394,-81.969,-564.437,1
162.4765,-77.0093,-571.779,1
167.1137,-72.0496,-579.12,1
171.7508,-67.0899,-586.462,1
176.3879,-62.1303,-593.803,1
181.0251,-57.1706,-601.145,1
185.6622,-52.2109,-608.487,1
190.2993,-47.2512,-615.828,1
194.9365,-42.2915,-623.17,1
199.5736,-37.3319,-630.511,1
204.2107,-32.3722,-637.853,1
208.8478,-27.4125,-645.194,1
213.485,-22.4528,-652.536,1
218.1221,-17.4931,-659.878,1
222.7592,-12.5335,-667.219,1
227.3964,-7.57377,-674.561,1
232.0335,-2.61409,-681.902,1
236.6706,2.345591,-689.244,1
241.3078,7.305272,-696.585,1
245.9449,12.26495,-703.927,1
250.582,17.22463,-711.269,1
255.2191,22.18431,-718.61,1
259.8563,27.14399,-725.952,1
264.4934,32.10368,-733.293,1
269.1305,37.06336,-740.635,1
273.7677,42.02304,-747.976,1
278.4048,46.98272,-755.318,1
283.0419,51.9424,-762.659,1
287.679,56.90208,-770.001,1
289.6081,58.96531,-773.055,1
292.3301,61.84716,-777.344,1
295.1604,64.78219,-781.759,1
297.0554,66.71338,-784.691,1
301.8605,71.49219,-792.045,1
306.7441,76.18237,-799.404,1
311.7045,80.78275,-806.768,1
316.7402,85.29218,-814.137,1
321.8497,89.70954,-821.512,1
327.0316,94.03377,-828.891,1
332.2841,98.26379,-836.274,1
337.6058,102.3985,-843.662,1
342.9949,106.4369,-851.055,1
348.4498,110.3778,-858.452,1
353.9689,114.2204,-865.852,1
359.5505,117.9637,-873.257,1
365.1929,121.6067,-880.666,1
370.8944,125.1483,-888.079,1
376.6532,128.5879,-895.496,1
382.4676,131.9244,-902.916,1
388.3357,135.1571,-910.34,1
394.2559,138.285,-917.767,1
400.2264,141.3075,-925.198,1
406.2452,144.2237,-932.633,1
412.3107,147.0328,-940.07,1
418.4208,149.7342,-947.511,1
424.5738,152.3272,-954.956,1
430.7677,154.8111,-962.403,1
437.0008,157.1853,-969.854,1
443.2711,159.4492,-977.308,1
449.5766,161.6023,-984.764,1
455.9155,163.644,-992.224,1
462.2859,165.5738,-999.687,1
468.6858,167.3913,-1007.15,1
475.1132,169.096,-1014.62,1
481.5662,170.6875,-1022.09,1
488.0428,172.1654,-1029.57,1
494.5411,173.5295,-1037.05,1
501.0591,174.7793,-1044.53,1
507.5947,175.9148,-1052.01,1
514.146,176.9355,-1059.49,1
520.7111,177.8413,-1066.98,1
525.09,178.3808,-1071.97,1
527.2872,178.6385,-1074.47,1
533.8657,179.4102,-1081.97,1
534.9577,179.5382,-1083.21,1
540.4442,180.1818,-1089.46,1
547.0227,180.9534,-1096.95,1
553.6011,181.725,-1104.44,1
560.1796,182.4967,-1111.93,1
566.7581,183.2683,-1119.43,1
573.3366,184.0399,-1126.92,1
579.9151,184.8116,-1134.41,1
586.4936,185.5832,-1141.9,1
593.0721,186.3548,-1149.39,1
599.6505,187.1265,-1156.88,1
606.229,187.8981,-1164.38,1
612.8075,188.6697,-1171.87,1
619.386,189.4413,-1179.36,1
625.9645,190.213,-1186.85,1
632.543,190.9846,-1194.34,1
639.1215,191.7562,-1201.84,1
645.6999,192.5279,-1209.33,1
652.2784,193.2995,-1216.82,1
658.8569,194.0711,-1224.31,1
665.4354,194.8428,-1231.8,1
672.0139,195.6144,-1239.3,1
678.5924,196.386,-1246.79,1
685.1709,197.1577,-1254.28,1
691.7493,197.9293,-1261.77,1
698.3278,198.7009,-1269.26,1
704.9063,199.4725,-1276.75,1
711.4848,200.2442,-1284.25,1
718.0633,201.0158,-1291.74,1
724.6418,201.7874,-1299.23,1
731.2203,202.5591,-1306.72,1
737.7987,203.3307,-1314.21,1
744.3772,204.1023,-1321.71,1
750.9557,204.874,-1329.2,1
757.5342,205.6456,-1336.69,1
764.1127,206.4172,-1344.18,1
770.6912,207.1888,-1351.67,1
777.2697,207.9605,-1359.17,1
783.8481,208.7321,-1366.66,1
790.4266,209.5037,-1374.15,1
797.0051,210.2754,-1381.64,1
803.5836,211.047,-1389.13,1
810.1621,211.8186,-1396.62,1
816.7406,212.5903,-1404.12,1
823.3191,213.3619,-1411.61,1
829.8975,214.1335,-1419.1,1
836.476,214.9052,-1426.59,1
843.0545,215.6768,-1434.08,1
849.633,216.4484,-1441.58,1
851.1855,216.6305,-1443.34,1
