x,y,z,color
0.000311925,0.001787208,9.999844036,1
0.00072894,0.002110092,19.99963553,1
0.001240994,0.002396323,29.9993795,1
0.001680855,0.002197357,39.99915956,1
0.002382677,0.003035105,49.99880865,1
0.003591655,0.004684408,59.99820414,1
0.005041868,0.005406957,69.99747901,1
0.006492081,0.005406957,79.99675387,1
0.007701059,0.004747236,89.99614937,1
0.00894872,0.004858935,99.99552552,1
0.011873981,0.010674088,109.9940628,1
0.015105319,0.011572884,119.992447,1
0.01797119,0.010557151,129.9910139,1
0.036544085,0.075201573,139.9817232,1
0.053214445,0.069893757,149.9733845,1
0.068219698,0.065245363,159.9658791,1
0.089435293,0.084590727,169.9552656,1
0.103509626,0.066207998,179.948226,1
0.113931534,0.056523104,189.9430137,1
0.118464775,0.043109517,199.9407468,1
0.128113169,0.06050416,209.9359215,1
0.130804527,0.046723659,219.9345757,1
0.133553447,0.046889457,229.9332011,1
0.140776014,0.06274561,239.9295892,1
0.1447343,0.054787433,249.9276099,1
0.153025217,0.069472349,259.9234635,1
0.161620275,0.070351869,269.9191651,1
0.17238281,0.07691313,279.9137824,1
0.178182822,0.064871522,289.9108819,1
0.183018149,0.062232797,299.908464,1
0.189073026,0.065923796,309.9054361,1
0.194220177,0.063428189,319.9028622,1
0.201919233,0.071474869,329.8990119,1
0.210310922,0.073502658,339.8948152,1
0.212211919,0.06150739,349.8938646,1
0.220909574,0.088049999,359.8895149,1
0.230775932,0.091505183,369.8845805,1
0.232354986,0.077933859,379.8837909,1
0.241364081,0.107949014,389.8792854,1
0.250164941,0.107355689,399.874884,1
0.251491796,0.095376014,409.8742205,1
0.257376154,0.113084133,419.8712779,1
0.268484787,0.130415533,429.865722,1
0.272797854,0.115462627,439.8635653,1
0.275489212,0.111361287,449.8622195,1
0.284708974,0.135652536,459.8576086,1
0.288949867,0.124120215,469.8554879,1
0.291202649,0.11931725,479.8543614,1
0.300107322,0.144681844,489.8499081,1
0.319592909,0.180878679,499.8401606,1
0.325996123,0.153549741,509.8369584,1
0.328574183,0.145039881,519.8356693,1
0.330774883,0.144001448,529.8345689,1
0.331476705,0.14090178,539.834218,1
0.339567902,0.173613564,549.8301716,1
0.375991173,0.284057166,559.8119433,1
0.45014477,0.41150364,569.7747975,1
0.561594737,0.529741891,579.7189164,1
0.697311166,0.603135249,589.6508264,1
0.923507168,0.897915602,599.5370815,1
1.217332276,1.107039797,609.3890736,1
1.597934613,1.376264441,619.1969264,1
2.04740476,1.58615148,628.9696077,1
2.462800616,1.488321421,638.7597068,1
2.865063765,1.450214073,648.5565108,1
3.283949137,1.499334127,658.3448276,1
3.718354021,1.545187367,668.1252137,1
4.164935717,1.581112583,677.8993726,1
4.618028902,1.60026997,687.6702,1
5.19024974,1.971047607,697.3798752,1
5.890988382,2.370766781,707.023143,1
6.536633965,2.210686572,716.6949341,1
7.258005451,2.441668466,726.3274979,1
8.160244069,3.012376921,735.8657165,1
9.208399523,3.46886765,745.3271353,1
10.31061631,3.634865902,754.7599415,1
11.4860093,3.861140335,764.1538794,1
12.81854605,4.357593754,773.4638006,1
14.17250838,4.423826962,782.7622078,1
15.55646705,4.51683095,792.0444712,1
17.10963346,5.056751132,801.2351369,1
18.81881338,5.556992107,810.3405309,1
20.6926001,6.089425382,819.3550821,1
22.75367384,6.702312557,828.2651473,1
24.81333576,6.697774207,837.1760048,1
27.08136402,7.388319603,845.9691679,1
29.57532047,8.147400426,854.6329105,1
32.08590841,8.20251677,863.2870494,1
34.88151171,9.180675872,871.7749212,1
37.81122237,9.640753686,880.1834224,1
40.84311713,9.993154607,888.5309402,1
44.67627831,9.938237739,899.1528337,1
45.06511792,9.932747511,900.2310252,1
46.87367425,9.932747511,905.2458693,1
49.88793479,9.932747511,913.6039429,1
52.90219534,9.932747511,921.9620165,1
54.10789956,9.932747511,925.305246,1
55.97408633,10.2656954,930.2854949,1
59.24628502,10.83486659,938.4878125,1
62.68245517,11.4181242,946.5895591,1
66.28465064,12.01590639,954.5881868,1
70.05439167,12.62681865,962.4813858,1
73.99333275,13.25191805,970.2666661,1
78.1027563,13.89040171,977.9416751,1
82.3839114,14.54274416,985.5039796,1
86.83749513,15.20742652,992.9514062,1
91.46416789,15.88490223,1000.281704,1
92.4716517,16.03242053,1001.859499,1
96.12844478,16.03242053,1007.586308,1
100.7927217,16.03242053,1014.890911,1
105.4569986,16.03242053,1022.195515,1
110.1212755,16.03242053,1029.500118,1
114.7855524,16.03242053,1036.804722,1
119.4498293,16.03242053,1044.109325,1
124.1141062,16.03242053,1051.413928,1
128.778383,16.03242053,1058.718532,1
133.4426599,16.03242053,1066.023135,1
138.1069368,16.03242053,1073.327739,1
142.7712137,16.03242053,1080.632342,1
147.4354906,16.03242053,1087.936945,1
152.0997675,16.03242053,1095.241549,1
156.7640444,16.03242053,1102.546152,1
161.4283213,16.03242053,1109.850756,1
166.0925982,16.03242053,1117.155359,1
170.7568751,16.03242053,1124.459963,1
175.421152,16.03242053,1131.764566,1
180.0854289,16.03242053,1139.069169,1
184.7497058,16.03242053,1146.373773,1
189.4139827,16.03242053,1153.678376,1
194.0782596,16.03242053,1160.98298,1
198.7425365,16.03242053,1168.287583,1
203.4068134,16.03242053,1175.592186,1
208.0710903,16.03242053,1182.89679,1
212.7353671,16.03242053,1190.201393,1
217.399644,16.03242053,1197.505997,1
222.0639209,16.03242053,1204.8106,1
226.7281978,16.03242053,1212.115203,1
231.3924747,16.03242053,1219.419807,1
236.0567516,16.03242053,1226.72441,1
240.7210285,16.03242053,1234.029014,1
245.3853054,16.03242053,1241.333617,1
250.0495823,16.03242053,1248.638221,1
254.7138592,16.03242053,1255.942824,1
259.3781361,16.03242053,1263.247427,1
264.042413,16.03242053,1270.552031,1
265.9827522,16.03242053,1273.590746,1
268.7660159,16.4348959,1277.81583,1
271.6932979,16.85433559,1282.120146,1
273.664482,17.1347821,1284.958293,1
278.7791401,17.84923531,1291.947815,1
284.0681799,18.57649316,1298.811458,1
289.5310756,19.31486809,1305.547261,1
295.1674373,20.06562516,1312.153045,1
300.9763176,20.8270231,1318.626931,1
306.956904,21.60036562,1324.966816,1
313.1078321,22.38385987,1331.170905,1
319.4278708,23.17884657,1337.237173,1
325.9154117,23.9842993,1343.163773,1
332.5684778,24.79914693,1348.949043,1
339.3852218,25.62478268,1354.591078,1
346.3632699,26.45929446,1360.088306,1
353.5003748,27.30410833,1365.438909,1
360.7939327,28.15813163,1370.641256,1
368.2409972,29.02023243,1375.693915,1
375.8387419,29.89188285,1380.595195,1
383.583856,30.77106609,1385.343759,1
391.4731441,31.65928274,1389.938008,1
399.5030861,32.55538217,1394.376541,1
407.6698554,33.45818026,1398.658166,1
415.9697326,34.36921688,1402.78142,1
424.3986973,35.28731082,1406.745049,1
432.9524492,36.21125091,1410.548006,1
441.6267854,37.14261208,1414.188972,1
450.4172295,38.08018576,1417.66684,1
459.3190541,39.02273707,1420.980712,1
468.3276194,39.97187169,1424.129418,1
477.4380415,40.92635701,1427.111997,1
486.6452182,41.88493781,1429.927709,1
495.9441231,42.84924611,1432.575529,1
505.3295186,43.81802862,1435.054651,1
514.7960618,44.79099024,1437.364319,1
524.338238,45.76685403,1439.504001,1
533.9505916,46.74728014,1441.472875,1
543.6275032,47.73099309,1443.270341,1
553.3632187,48.71670369,1444.896024,1
563.1520302,49.70608791,1446.349256,1
572.9881031,50.69785769,1447.629597,1
579.557716,51.35932289,1448.405469,1
582.8523867,51.35932289,1448.794571,1
592.7166703,51.35932289,1449.959544,1
594.3541413,51.35932289,1450.15293,1
602.5809538,51.35932289,1451.124518,1
612.4452374,51.35932289,1452.289492,1
622.309521,51.35932289,1453.454466,1
632.1738045,51.35932289,1454.61944,1
642.0380881,51.35932289,1455.784414,1
651.9023717,51.35932289,1456.949388,1
661.7666553,51.35932289,1458.114362,1
671.6309388,51.35932289,1459.279336,1
681.4952224,51.35932289,1460.44431,1
691.359506,51.35932289,1461.609284,1
701.2237895,51.35932289,1462.774258,1
711.0880731,51.35932289,1463.939232,1
720.9523567,51.35932289,1465.104206,1
730.8166403,51.35932289,1466.26918,1
740.6809238,51.35932289,1467.434154,1
750.5452074,51.35932289,1468.599128,1
760.409491,51.35932289,1469.764102,1
770.2737745,51.35932289,1470.929075,1
780.1380581,51.35932289,1472.094049,1
790.0023417,51.35932289,1473.259023,1
799.8666253,51.35932289,1474.423997,1
809.7309088,51.35932289,1475.588971,1
819.5951924,51.35932289,1476.753945,1
829.459476,51.35932289,1477.918919,1
839.3237595,51.35932289,1479.083893,1
849.1880431,51.35932289,1480.248867,1
859.0523267,51.35932289,1481.413841,1
868.9166103,51.35932289,1482.578815,1
878.7808938,51.35932289,1483.743789,1
888.6451774,51.35932289,1484.908763,1
898.509461,51.35932289,1486.073737,1
908.3737445,51.35932289,1487.238711,1
918.2380281,51.35932289,1488.403685,1
928.1023117,51.35932289,1489.568659,1
937.9665952,51.35932289,1490.733632,1
947.8308788,51.35932289,1491.898606,1
957.6951624,51.35932289,1493.06358,1
967.559446,51.35932289,1494.228554,1
977.4237295,51.35932289,1495.393528,1
987.2880131,51.35932289,1496.558502,1
997.1522967,51.35932289,1497.723476,1
1007.01658,51.35932289,1498.88845,1
1016.880864,51.35932289,1500.053424,1
1026.745147,51.35932289,1501.218398,1
1036.609431,51.35932289,1502.383372,1
1046.473715,51.35932289,1503.548346,1
1056.337998,51.35932289,1504.71332,1
1066.202282,51.35932289,1505.878294,1
1068.530253,51.35932289,1506.153228,1
